,photo_position,photo_Root,Log_time,confidence
0,"(-161.5, 1532.0)",capture_1697610477_0.800682544708252.jpg,2023-10-18 15:28:54,0.800682544708252
1,"(50.5, 1099.5)",capture_1697610489_0.8056896328926086.jpg,2023-10-18 15:28:55,0.8056896328926086
2,"(155.0, 1450.0)",capture_1697610495_0.8271986246109009.jpg,2023-10-18 15:28:55,0.8271986246109009
3,"(555.0, 966.5)",capture_1697610502_0.8667712807655334.jpg,2023-10-18 15:28:56,0.8667712807655334
4,"(579.5, 1041.0)",capture_1697610505_0.8005584478378296.jpg,2023-10-18 15:28:56,0.8005584478378296
5,"(631.5, 1045.5)",capture_1697610511_0.8426638245582581.jpg,2023-10-18 15:28:56,0.8426638245582581
