,photo_position,photo_Root,Log_time,confidence
0,"(-136.5, 1147.0)",capture_1697610703_0.8011437058448792.jpg,2023-10-18 15:32:36,0.8011437058448792
1,"(-58.0, 1079.0)",capture_1697610716_0.8047062754631042.jpg,2023-10-18 15:32:37,0.8047062754631042
2,"(-129.5, 1073.0)",capture_1697610719_0.8451135158538818.jpg,2023-10-18 15:32:37,0.8451135158538818
3,"(409.5, 1176.5)",capture_1697610722_0.8230165243148804.jpg,2023-10-18 15:32:37,0.8230165243148804
4,"(-169.0, 1067.5)",capture_1697610731_0.8043310046195984.jpg,2023-10-18 15:32:38,0.8043310046195984
